10	1	0.2798330999345874	10.881844742340933
20	1	1.00463236969901	10.572063104025899
30	1	2.160996793380148	10.305873872408364
40	1	3.7458717727508963	10.714039563636147
50	1	4.636486551496913	10.265400835693837
60	1	5.728907329637441	10.327625494082339
70	1	6.0780200215772116	10.560119438710762
80	1	7.7831475380199056	10.72030052997309
90	1	8.422042095832147	10.528593294910054
100	1	9.793792785779127	10.368613946993417
110	1	10.746103444944422	10.64595479271497
120	1	11.735273430952684	11.380294330030518
130	1	12.373148506457087	12.259051541143343
140	1	13.321037930858727	12.586581017358798
150	1	14.19324600191042	14.419486883589837
160	1	15.206339525710748	14.936238264466342
10	2	0.10687236437646275	10.684798955622895
20	2	1.4924505581431569	10.662578074301495
30	2	2.079051156541079	10.67813329355876
40	2	3.1537969422908776	10.043822913613063
50	2	4.629702968111662	10.60067584816721
60	2	5.984535873486544	10.408010797060966
70	2	6.8880746578189065	10.233755496497011
80	2	7.211092810987523	10.92181074821377
90	2	8.752952807347732	10.995531263827884
100	2	9.896641102056122	10.845789015972384
110	2	10.076721468109985	10.557517163539352
120	2	11.044623138429799	11.488628179263879
130	2	12.363336710769412	11.870721188100848
140	2	13.281576818664384	12.726720670665896
150	2	14.43058189377736	14.493671317551712
160	2	15.424048817882394	15.470166877880384
10	3	0.7355222657555254	10.110521602814487
20	3	1.2186320511910633	10.78784224793399
30	3	2.1670694616659993	10.5246148024137
40	3	3.3479269826155744	10.064393172244738
50	3	4.778664940289796	10.86799998990246
60	3	5.904498246976065	10.616860044651323
70	3	6.865158523452744	10.667881567652646
80	3	7.213851676974503	10.970249118581204
90	3	8.184616944132237	10.177666456269005
100	3	9.138495655526238	10.225326634076357
110	3	10.773710244462276	11.233742743920851
120	3	11.181718670342308	11.418603717787695
130	3	12.298138820466258	12.00787178385772
140	3	13.08453941884047	12.788713060645637
150	3	14.58599719975665	13.907373333008337
160	3	15.551425250619602	14.975855480925048
10	4	0.4092622275863087	10.56742832796498
20	4	1.2708766688275883	10.677404803643805
30	4	2.118441716560338	10.87582743222075
40	4	3.0532400826910875	10.264085512583017
50	4	4.874389625011212	10.239188223477454
60	4	5.313619347317411	10.498456295220015
70	4	6.6889737016642945	10.454167566396576
80	4	7.942847155710255	10.869869153355252
90	4	8.345953582977199	10.17441954326087
100	4	9.977351713928227	10.784777066380768
110	4	10.67956491712612	10.5799902683805
120	4	11.085536337723342	11.69426271718444
130	4	12.791463910548977	11.914959715146667
140	4	13.393670910996585	13.434245635602162
150	4	14.042723630719298	13.970171838325523
160	4	15.066982810489549	15.629484432565551
10	5	0.12478271003058672	10.390851484969208
20	5	1.9761181249636186	10.304691956122609
30	5	2.7022119437016903	10.605798855368016
40	5	3.3297327769977016	10.676105800768122
50	5	4.218161176207447	10.040853001379821
60	5	5.085229383850758	10.310605013522467
70	5	6.696287139951869	10.305056541011504
80	5	7.271692448896394	10.629108363680098
90	5	8.659493238734186	10.355732832283753
100	5	9.084926716698774	10.683978265069271
110	5	10.038827067154287	10.606611471898692
120	5	11.417469222168727	11.688158966653276
130	5	12.609208659627688	11.657925912605942
140	5	13.549040272880742	13.117859431824161
