10	1	0.7290230445220705	10.93494124801813
20	1	1.635753568838326	10.119178444530453
30	1	2.7420641173264064	10.334347522734014
40	1	3.916449877748722	10.496713502357991
50	1	4.181285699881119	10.185918250880189
60	1	5.59751540937221	10.839365454751732
70	1	6.682784196008795	10.468938448976953
80	1	7.450414981637538	10.945080711829037
90	1	8.377119944546076	10.94552876642771
100	1	9.210075197165246	10.651946927307261
110	1	10.950146925858258	10.106279555272806
120	1	11.298330786453038	9.462137803287611
130	1	12.812285793534935	8.757907941686629
140	1	13.54731904739139	7.64300601569842
150	1	14.124626310017925	6.691771674207981
160	1	15.311239405542613	5.376443159412314
10	2	0.8676916202330344	10.146402653135748
20	2	1.5355365836089536	10.37129826883125
30	2	2.0275162623969134	10.679393589360496
40	2	3.711917112170484	10.251659226625797
50	2	4.843760088199874	10.589023298326008
60	2	5.741891556907358	10.228381597510257
70	2	6.685086381805419	10.069428790216131
80	2	7.765274458522522	10.294228938226365
90	2	8.331683841359132	10.912528994857029
100	2	9.815105271381885	9.97286537082821
110	2	10.535028484835102	10.260804564659495
120	2	11.361889136802905	9.866149010072224
130	2	12.050150995562301	9.285511335663344
140	2	13.88931116988764	7.753608230213471
150	2	14.656533041821772	7.204477887001055
160	2	15.079339335931948	5.411920715366644
10	3	0.3736071159934986	10.017822803384226
20	3	1.630795304623529	10.76345640666752
30	3	2.3451213638859296	10.480642656141605
40	3	3.8841378400785445	10.219906690956163
50	3	4.196215020452987	10.910300692157177
60	3	5.341527712564046	10.825037306464294
70	3	6.30294229029076	10.617719228745571
80	3	7.054884150585433	10.36187740201611
90	3	8.758507998488785	10.268205081556474
100	3	9.375420037659797	10.17817623690494
110	3	10.929716792668968	10.061732758388686
120	3	11.950291137205307	9.811613814346039
130	3	12.159265387883353	8.844555939528155
140	3	13.193121366612402	7.763466186669287
150	3	14.859763912805546	6.552125086903786
160	3	15.236760930149364	5.565223778217316
10	4	0.3045015090729265	10.941607117409818
20	4	1.7265933511912515	10.912986394111671
30	4	2.992701788093242	10.974732387229889
40	4	3.1800477195278307	10.274673734946953
50	4	4.285093863801954	10.650403729925756
60	4	5.470062209285209	10.231951057639682
70	4	6.558558137219616	10.016473690684425
80	4	7.888830992357792	10.934191868553313
90	4	8.93654325310584	10.061627893003903
100	4	9.209111750594294	10.805487752515473
110	4	10.19156398260275	10.156063738383015
120	4	11.706840341835175	9.190033890587513
130	4	12.561331513161816	9.11532962245246
140	4	13.60854785223732	8.186645841845312
150	4	14.394634112116965	7.21451345594521
160	4	15.036230912758349	5.650252714714789
10	5	0.7680520654810757	10.610810652698467
20	5	1.9339476529457942	10.687999673084878
30	5	2.4186579808430095	10.133499379310088
40	5	3.9539687230280025	10.311640627119184
50	5	4.349747789718695	10.719610534397988
60	5	5.125959986855918	10.610083209168941
70	5	6.7304835659222455	10.727044426100111
